,SMILES,Score,Rank
706,NC(=O)[C@@H](O)[C@H](N)C(=O)O,-0.04682572,707
707,OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,-0.047110274,708
708,CC(C)[C@@H](NC(N)=O)C(=O)O,-0.047111697,709
709,COc1ccc([C@@H]2CNC(=O)C2)cc1OC1CCCC1,-0.047316127,710
710,O=C(O)COc1cccc2ccccc12,-0.047823608,711
711,C[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)C=O,-0.048038088,712
712,CC[N+](C)(CC)CCC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21,-0.048190173,713
713,CC(C)[C@H](CO)Nc1nc(Nc2cccc(Cl)c2)c2ncn(C(C)C)c2n1,-0.04820604,714
714,CC(C)C(C(=O)O)C(O)C(=O)O,-0.04825597,715
715,O=C1C[C@@H](c2ccccc2)Oc2cc(O)ccc21,-0.048604585,716
716,C[C@H](N)C(=O)c1nnc(C(C)(C)C)o1,-0.048621092,717
717,N[C@H](C(=O)O)[C@H](O)CO,-0.04893241,718
718,N[C@@H](CCCCNC(=O)O)C(=O)O,-0.049424827,719
719,O=C(O)CCCC(=O)Nc1ccc(/C=C/c2ccccc2)cc1,-0.04970674,720
720,CC1=C(Br)C(=O)C(C(C)C)=C(Br)C1=O,-0.0501547,721
721,O=C(O)C[C@H](NC(=O)Cc1c[nH]c2ccccc12)C(=O)O,-0.05158416,722
722,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,-0.051692016,723
723,NC(=O)CN(CC(=O)O)CC(=O)O,-0.0518226,724
724,O=C(CO)[C@H](O)[C@@H](O)COP(=O)(O)O,-0.05442357,725
725,Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21,-0.055172987,726
726,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O,-0.055629853,727
727,CS(=N)(=O)CC[C@H](N)C(=O)O,-0.056590997,728
728,O=C1NC(=O)/C(=C/c2ccc3nccnc3c2)S1,-0.057130814,729
729,CC1(C)N[C@H](C(=O)O)CS1,-0.057630613,730
730,NCC1(c2ccccc2)CCCC1,-0.058300056,731
731,N[C@H](Cc1ccc(O)cc1)C(=O)O,-0.05849833,732
732,CN1CCCC1=O,-0.058698736,733
733,O=C1CSC(c2nc3ccc(O)cc3s2)=N1,-0.058726974,734
734,O=C(O)Cc1cc(=O)[nH]c(=O)[nH]1,-0.059119094,735
735,O[C@@H]1[C@@H](O)[C@@H](O)OC[C@H]1O,-0.05933979,736
736,C[C@]12OO[C@](CCC(=O)O)(c3ccccc31)c1ccccc12,-0.060021244,737
737,O=C1Nc2ccccc2/C1=C1/Nc2ccccc2/C1=N\O,-0.060276203,738
738,OC1OC[C@H](O)[C@H](O)[C@H]1O,-0.060611673,739
739,Nc1ccccc1F,-0.061218373,740
740,Nc1ncnc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)n[nH]c12,-0.06199553,741
741,O=CC(O)COP(=O)(O)O,-0.062429525,742
742,NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)n1,-0.06251306,743
743,Nc1nc(O)c2c(n1)NCC(COP(=O)(O)OP(=O)(O)O)=N2,-0.06289072,744
744,O=C(O)C[C@H](C(=O)O)[C@H](O)C(=O)O,-0.0634267,745
745,CCCCCc1ccc(C)cc1O,-0.06358131,746
746,O=S(=O)(O)c1ccc([Hg])cc1,-0.06384602,747
747,O=C(CO)[C@@H](O)[C@@H](O)CO,-0.064160585,748
748,O=C(O)c1[nH]c(C(=O)O)c(-c2c[nH]c3ccccc23)c1-c1c[nH]c2ccccc12,-0.06633183,749
749,O=c1nc[nH]c2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)n[nH]c12,-0.06641389,750
750,CC(=O)N[C@H](CC(C)C)C(=O)O,-0.06711838,751
751,C[C@@](N)(C(=O)O)c1ccc(C(=O)O)cc1,-0.06772348,752
752,C[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,-0.06877496,753
753,N=C(N)NO,-0.06909587,754
754,O=C(O)c1nc2ccccc2[nH]1,-0.06916025,755
755,C[C@H](CN)C(=O)[O-],-0.06994665,756
756,CCCCCCCCCCCCCCCC[n+]1ccccc1,-0.07041703,757
757,C[C@H]1CCc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,-0.071457505,758
758,O=S(=O)([O-])c1ccc2c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])cc2c1,-0.071579516,759
759,C[C@H](N)[C@@H](O)c1ccccc1,-0.07216589,760
760,Cc1ccc(C(=O)N(c2cc(-c3ccccc3)sc2C(=O)O)C(C)C)cc1,-0.0726921,761
761,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,-0.072835386,762
762,Cn1c2ccccc2c2c3c(c4c5ccccc5n(CCC#N)c4c21)CNC3=O,-0.07331163,763
763,C[S+](C)CC[C@H](N)C(=O)O,-0.07332574,764
764,N[C@H](C(=O)O)c1cc(O)cc(O)c1,-0.073340446,765
765,CCN(Cc1ccc(Cl)nc1)/C(=C/[N+](=O)[O-])NC,-0.07443309,766
766,NC(=O)[C@@H](N)Cc1ccc(O)cc1,-0.07622117,767
767,CC1CCc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,-0.07709803,768
768,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2OP(=O)(O)O)c(=O)n1,-0.077358484,769
769,N[C@H](C(=O)O)[C@@H](O)C(=O)O,-0.07737844,770
770,C=C[C@@H](O)CCCCC,-0.077469066,771
771,O[C@H]1[C@H]2[C@H](O)CCCN2C[C@H]1O,-0.07783299,772
772,OC[C@@H](O)CS,-0.07817108,773
773,CN1[C@@H]2CC[C@H]1C[C@@H](OC1c3ccccc3CCc3ccccc31)C2,-0.0787113,774
774,N[C@H](C(=O)O)[C@H](O)C(=O)O,-0.0789459,775
775,Nc1[nH]c(=O)[nH]c(=O)c1N,-0.080487,776
776,O=c1cc(O)c2ccccc2o1,-0.08108501,777
777,CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,-0.081258655,778
778,CCCCP(=O)(O)O,-0.081308745,779
779,O=c1c(O[C@@H]2O[C@H]([C@H](O)CO)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,-0.08224564,780
780,O=C(O)C[C@@H](Cc1ccccc1)C(=O)O,-0.08239564,781
781,CCCCCCCCCCCCOS(=O)(=O)O,-0.08244605,782
782,C[C@@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,-0.08327283,783
783,C[C@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,-0.08372126,784
784,O=C(O)[C@@H](S)[C@@H](S)C(=O)O,-0.08408405,785
785,O=C(O)[C@@H](O)CS(=O)(=O)O,-0.084940836,786
786,O=C(O)C(=O)Nc1ccccc1C(=O)O,-0.085290186,787
787,OCC(CO)(CO)NCCCNC(CO)(CO)CO,-0.08547829,788
788,Cc1cncc2cccc(S(=O)(=O)N3CCCNC[C@@H]3C)c12,-0.08638043,789
789,O[C@H]1[C@H](O)[C@@H](O)CN2CC[C@H](O)[C@H]12,-0.08719042,790
790,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccccc2)cc1,-0.088935114,791
791,NC(=O)c1ccccc1Nc1ccnc(Nc2cccc(O)c2)n1,-0.08916647,792
792,N[C@@H](Cc1cc(Br)c(O)c(Br)c1)C(=O)O,-0.0907677,793
793,C[N+](C)(C)CCCC[C@H](N)C(=O)O,-0.09192572,794
794,CN(C)CCCC[C@H](N)C(=O)O,-0.092251696,795
795,CNc1ncnc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)n[nH]c12,-0.09238431,796
796,O=C(COP(=O)(O)O)NO,-0.093967415,797
797,N[C@@H](COS(=O)(=O)O)C(=O)O,-0.09414384,798
798,CCOCCOCCOCCOCCOCC,-0.09431452,799
799,O[C@H](CS)[C@H](O)CS,-0.09548096,800
800,O=C(O)[C@H](O)[C@@H](O)COP(=O)(O)O,-0.09590519,801
801,O=c1[nH]cnc2c([C@@H]3N[C@H](CO)[C@@H](O)[C@H]3O)c[nH]c12,-0.09603448,802
802,O[C@H](CS)[C@@H](O)CS,-0.0961084,803
803,O=C(O)[C@H](O)[C@H](O)COP(=O)(O)O,-0.09738346,804
804,CSC(=O)[C@H](O)COP(=O)(O)O,-0.09782857,805
805,N[C@@H](Cn1cc(F)c(=O)[nH]c1=O)C(=O)O,-0.099431664,806
806,C[C@@H](O)[C@@H](N)C(=O)O,-0.09976751,807
807,CC1(C)COC(=O)C1=O,-0.099879004,808
808,O=P(O)(O)OCCCc1c[nH]c2ccccc12,-0.10068032,809
809,[O-][n+]1ccccc1S,-0.10074785,810
810,Cn1nc(C(C)(C)C)cc1NC(=O)Nc1ccc(Cl)cc1,-0.101458,811
811,O=C(O)C[C@@H]1CC[C@@H](C(=O)O)N1,-0.10191493,812
812,Cc1cn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]c1=O,-0.101941064,813
813,C[C@H](O)[C@@H](N)C(=O)O,-0.10223305,814
814,C#CCN(C)[C@H](C)Cc1ccccc1,-0.102762885,815
815,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1OP(=O)(O)O,-0.10371423,816
816,COC(=O)[C@@H]1[C@H]2CC[C@@H](C[C@@H]1O)N2C,-0.10436999,817
817,Oc1cccc(Cl)c1,-0.10486746,818
818,CC(C)(CO)[C@@H](O)C(=O)[O-],-0.10543153,819
819,CCNc1nc(Cl)nc(N[C@](C)(C#N)CC)n1,-0.10603063,820
820,CCNc1nc(Cl)nc(N[C@@](C)(C#N)CC)n1,-0.10686838,821
821,N[C@@H](C(=O)O)c1ccc(O)cc1,-0.10769336,822
822,O=C(O)Cc1ccc2c(c1O)C(=O)c1c(O)cccc1C2=O,-0.10794682,823
823,O=c1ccn([C@H]2C[C@H](OP(=O)(O)O)[C@@H](CO)O2)c(=O)[nH]1,-0.10808125,824
824,CC(C)(S)[C@@H](N)C(=O)O,-0.108307295,825
825,CC1=C2C(=O)c3c(O)cccc3C=C2C[C@@H](CC(=O)O)O1,-0.10887981,826
826,C[C@H](O)CC(C)(C)O,-0.10892289,827
827,O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,-0.109101765,828
828,O=C(Nc1ccccc1)[C@H]1CC(=O)N(C2CCCCC2)C1,-0.10910546,829
829,N[C@H](C(=O)O)c1ccc(O)cc1,-0.10993613,830
830,CCO[PH](=O)OCC,-0.11048527,831
831,O=C(CP(=O)(O)O)NO,-0.1107431,832
832,C#CCO,-0.11111903,833
833,O=P(O)(O)OC[C@H]1O[C@@H](n2cnc3cncnc32)[C@H](O)[C@@H]1O,-0.11157848,834
834,CC(=O)O[Hg]c1ccccc1,-0.111732684,835
835,CSCC[C@@H](N)C(=O)O,-0.112287074,836
836,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21,-0.11366283,837
837,N[C@@H](C[SH]=O)C(=O)O,-0.114054024,838
838,O=C(O)[C@@H](O)c1ccc(O)cc1,-0.114319086,839
839,O=C(Sc1nnc(C(F)(F)F)[nH]1)c1ccc(C#Cc2ccccc2)o1,-0.11499727,840
840,C[C@@H]1C[C@H](N)N[C@H]1C(=O)O,-0.115416735,841
841,CCOC(=O)c1cnc(N)nc1O,-0.11603824,842
842,Cc1ccc2[nH]cnc2c1,-0.11606556,843
843,O=C(NCc1ccccn1)c1ccc(Oc2ccccc2)cc1,-0.11607627,844
844,Cc1c2ccccc2c(CCC(=O)O)c2ccccc12,-0.11653264,845
845,Nc1nc2c([C@@H]3N[C@H](CO)[C@@H](O)[C@H]3O)c[nH]c2c(=O)[nH]1,-0.11674735,846
846,O=c1cnn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,-0.11678967,847
847,CC(O)(C(=O)O)c1ccccc1,-0.117978916,848
848,CC(=O)N1CCC[C@@H]1C(=O)O,-0.118004054,849
849,O=C1C[C@@H](c2ccc(O)cc2)Oc2ccccc21,-0.11865927,850
850,Cc1ncnc2[nH]cnc12,-0.119951464,851
851,CC(=O)[C@@H](O)COP(=O)(O)O,-0.12075633,852
852,CCCCNS(=O)(=O)c1ccccc1,-0.121800415,853
853,CCC(C)(C)c1ccc(CC(C)CN2C[C@@H](C)O[C@@H](C)C2)cc1,-0.124145046,854
854,CCCCCCCCCCCCCCCC[N+](C)(C)C,-0.12539424,855
855,Nc1ncnc2c1ncn2CCOCP(=O)(O)O,-0.12744851,856
856,N[C@@H](CCSC(F)(F)F)C(=O)O,-0.12762305,857
857,CN1[C@H]2CC[C@@H]1[C@@H](C(=O)O)[C@@H](O)C2,-0.12839913,858
858,CSCC[C@H](NC(=O)O)C(=O)O,-0.12841083,859
859,C[C@@](O)(C(=O)O)c1ccccc1,-0.1298597,860
860,O=[Zn],-0.1300582,861
861,O=C(O)C(Cl)Cl,-0.1304914,862
862,COC(=O)[C@@H](N)Cc1ccccc1,-0.1306254,863
863,OB(O)c1ccccc1,-0.13097641,864
864,N[C@@H](C=O)C(=O)O,-0.13148001,865
865,Nc1ccncc1,-0.13155767,866
866,NC(=O)CC(=O)O,-0.13165276,867
867,CCCC[C@@H](O)[C@H](O)CO,-0.13361368,868
868,O=C(O)c1ccc([Hg])cc1,-0.13375266,869
869,O=c1ncccn1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,-0.13578029,870
870,O=[V]1([O-])O[V](=O)([O-])O[V](=O)([O-])O[V](=O)([O-])O1,-0.13605818,871
871,CCCCCCC(O)CO,-0.13754499,872
872,CC(C)OP(=O)(O)O,-0.1395333,873
873,C[C@H](C(=O)O)[C@H](N)C(=O)O,-0.14066002,874
874,CC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C,-0.14077424,875
875,O=C(O)[C@@H](O)[C@@H](O)C(=O)O,-0.14106502,876
876,NCCNS(=O)(=O)c1ccc(Cl)c2ccncc12,-0.14119738,877
877,C[N+](C)(C)c1cccc(C(O)(O)C(F)(F)F)c1,-0.14120103,878
878,OC[C@H](O)[C@@H](O)CO,-0.14141823,879
879,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,-0.14269036,880
880,CC(C)(O)[C@@H](O)C(=O)[O-],-0.14454484,881
881,O=C(O)C(=O)CP(=O)(O)O,-0.14674717,882
882,CCCCOc1ccc(OCCCN2CCOCC2)cc1,-0.14706038,883
883,CC(=O)CCO,-0.14808333,884
884,Oc1ccc(-c2cnc3ccc4ccncc4c3c2)cc1,-0.1489755,885
885,c1ccc(-c2oc3ncnc(NCCN4CCNCC4)c3c2-c2ccccc2)cc1,-0.15003893,886
886,[C-]#[N+]C,-0.15025559,887
887,N[C@H](CCl)C(=O)O,-0.15062854,888
888,CN1c2ccccc2C(C#N)(C(=O)NCCC(=O)O)c2ccccc21,-0.15319625,889
889,CCC(=O)C(O)CC,-0.15360337,890
890,C=C(Br)CO,-0.15480524,891
891,Nc1cncn1C1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,-0.15527,892
892,OCC(F)(F)F,-0.15563527,893
893,CC[C@@](C)(O)[C@@H](O)C(=O)[O-],-0.1556693,894
894,O=C([O-])CCCCC(=O)[O-],-0.1556947,895
895,N[13C](N)=O,-0.15706608,896
896,O=C(OCCO)c1ccccc1O,-0.15723422,897
897,CCC(N)=O,-0.15816183,898
898,O=P[O-],-0.1594587,899
899,CN1[C@@H]2CCC[C@H]1C[C@@H](NC(=O)c1nn(C)c3ccccc13)C2,-0.15956292,900
900,N[C@H](Cc1ccccc1)C(=O)O,-0.16157275,901
901,CC(C)[C@@H](N)C(=O)O,-0.16321929,902
902,CN1[C@H]2CC[C@@H]1[C@@H](C(=O)O)[C@@H](OC(=O)c1ccccc1)C2,-0.16538388,903
903,Oc1c(Cl)cc(-c2cc(Cl)c(O)c(Cl)c2)cc1Cl,-0.16544859,904
904,CC(=O)[C@H](C)O,-0.16551048,905
905,CCN=O,-0.16663067,906
906,CC[C@@H](C(N)=O)N1CCCC1=O,-0.1673918,907
907,C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,-0.1674532,908
908,C[C@@H]1C=CN[C@H]1C(=O)O,-0.16858128,909
909,O=C1N[C@H]2NC(=O)N[C@H]2N1,-0.16920072,910
910,O=C(O)C(O)c1ccccc1,-0.17102073,911
911,N[C@H](Cc1ccc(I)cc1)C(=O)O,-0.1719071,912
912,N[C@@H](Cc1ccc(I)cc1)C(=O)O,-0.17297593,913
913,CN1C(=O)CCC1(C)C,-0.17379811,914
914,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CF)[C@@H](O)[C@H]1O,-0.17472276,915
915,OCCCO,-0.17609769,916
916,C[C@H](O)CCO,-0.17683697,917
917,F,-0.17799532,918
918,NC(=O)[C@@H](N)Cc1ccccc1,-0.17934507,919
919,C[N+](C)(C)C[C@H](O)CC(=O)O,-0.18040347,920
920,CC(C)CCCCCO,-0.18111026,921
921,O=[Mo](=O)S,-0.18304089,922
922,CCCC(=O)SCC[N+](C)(C)C,-0.18346834,923
923,O=[N+]([O-])O,-0.18352361,924
924,O[SiH3],-0.18565728,925
925,NC(=O)C(=O)O,-0.18693718,926
926,F[B-](F)(F)F,-0.18701655,927
927,C=C[C@H](N)C(=O)O,-0.18794048,928
928,[InH3],-0.18822367,929
929,CN1[C@@H]2CC[C@H]1CC(=O)C2,-0.18953577,930
930,Nc1ncnc2c1c(-c1cnc3[nH]ccc3c1)nn2C1CCCC1,-0.19067124,931
931,O=C(O)C(=O)Nc1ccc(I)cc1C(=O)O,-0.1928497,932
932,Nc1ncnc2c1ccn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,-0.19502968,933
933,Nc1ncnc2c1[C@@H](I)NN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,-0.19541743,934
934,C/C=C(\N)C(=O)O,-0.19646028,935
935,C[N+](C)(C)C[C@@H](O)CC(=O)[O-],-0.19831212,936
936,CCC[C@H](N)C(=O)O,-0.19861063,937
937,O=[Ti]=O,-0.20088492,938
938,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@H](O)[C@H]1O,-0.20090331,939
939,OCCCCCCO,-0.20208105,940
940,[S-]SSS[S-],-0.20430402,941
941,CC[C@@H](C)[C@@H](N)C(=O)O,-0.20479062,942
942,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)c1c[nH]c3ccccc13)C2,-0.20501834,943
943,CSCC(=O)[O-],-0.20638773,944
944,CCCC[C@@H](N)C(=O)O,-0.20772946,945
945,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,-0.20983455,946
946,CC[C@@H](C)C(=O)O,-0.21109107,947
947,Nc1cncn1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,-0.21218768,948
948,O=C(Nc1ccc(I)cc1)NC1CCCCC1,-0.21241777,949
949,CSc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,-0.21282238,950
950,C[C@@H](C(=O)O)N(C)C,-0.21295862,951
951,O=[O+][O-],-0.21306741,952
952,CCOCCOCCOCC,-0.21355183,953
953,CN1[C@@H]2CC[C@H]1C[C@H](O)C2,-0.21520066,954
954,CCC(O)CO,-0.21619475,955
955,CC[C@@H](C)O,-0.21834853,956
956,O=C([O-])C[C@H](O)C(=O)[O-],-0.21932027,957
957,CCCCCCCCCCCC[N+](C)(C)[O-],-0.21949005,958
958,CCCCCCCCCCCC[N+](C)(C)C,-0.22004642,959
959,O=[Fe]O[Fe]=O,-0.22035894,960
960,[Cu]12[Cu]3[Cu]4[Cu]1S234,-0.22572024,961
961,NC[C@@H]1CCCN1,-0.22808903,962
962,CC[Si](C)(C)C,-0.23148698,963
963,O=C1C[C@@H]2OCC=C3CN4CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@H]46,-0.23257132,964
964,OC[C@H]1O[C@@H](n2cnc3cncnc32)[C@H](O)[C@@H]1O,-0.2355745,965
965,CC(=O)O[Hg+],-0.24195002,966
966,CC1(C)[C@H]2CC[C@]1(C)CC2,-0.24458095,967
967,COCCOCCOCCOC,-0.2475898,968
968,Cl[Cu]Cl,-0.24965191,969
969,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)C[C@H]2O)c(=O)[nH]1,-0.25014335,970
970,Cl[Al](Cl)Cl,-0.25166148,971
971,CCN1C(=O)CCC1=O,-0.252858,972
972,Cl[201TlH2],-0.25305358,973
973,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)C[C@H]1O,-0.25514874,974
974,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1Br,-0.25769216,975
975,F[Al-](F)(F)F,-0.26434487,976
976,Nc1ncnc2c1c(I)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,-0.26843825,977
977,Cl[Fe]Cl,-0.27033752,978
978,Nc1nc(F)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,-0.27068013,979
979,CCCCCCCCCC[N+](C)(C)[O-],-0.2786579,980
980,Cl[Hg]Cl,-0.28810456,981
981,O=C([C@@H]1CCCN1)N1CCC[C@H]1B(O)O,-0.28887746,982
982,O[Sb](O)O,-0.29106158,983
983,CC[N+](CC)(CC)CC,-0.3005601,984
984,C1CCN(C2CCNCC2)CC1,-0.30874026,985
985,Ic1cn[nH]c1,-0.31473082,986
986,CCCC[N+](CCCC)(CCCC)CCCC,-0.31661254,987
987,[NH3+][Co-3]([NH3+])([NH3+])([NH3+])([NH3+])[NH3+],-0.32222626,988
988,S=[Mo](=S)([S-])[S-],-0.3235228,989
989,O=C([O-])C(O)C(=O)[O-],-0.3272317,990
990,FS(F)(F)(F)(F)F,-0.3393088,991
991,I[Hg]I,-0.33957016,992
992,O=C([O-])/C=C(/CC(=O)[O-])C(=O)[O-],-0.3399549,993
993,O=[Mo](=O)([O-])[O-],-0.34552968,994
994,[KH],-0.34891856,995
995,O=P([O-])([O-])F,-0.35468954,996
996,O=C([O-])CC(=O)[O-],-0.37410623,997
997,O=[Cr](=O)([O-])O[Cr](=O)(=O)[O-],-0.3913774,998
998,O=[Mo](=O)=O,-0.40645313,999
999,C[N+](C)(C)C,-0.43765014,1000
